Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_ID,Loan_Status
0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1800,2934.0,93.0,360.0,0.0,LP001964,N
1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,5000,0.0,132.0,360.0,1.0,LP001974,Y
0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1625,1803.0,96.0,360.0,1.0,LP001977,Y
0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,4000,2500.0,140.0,360.0,1.0,LP001978,Y
1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,3762,1666.0,135.0,360.0,1.0,LP001993,Y
1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,2400,1863.0,104.0,360.0,0.0,LP001994,N
0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,20233,0.0,480.0,360.0,1.0,LP001996,N
1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,2917,0.0,84.0,360.0,1.0,LP002002,Y
0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,2927,2405.0,111.0,360.0,1.0,LP002004,Y
1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,2507,0.0,56.0,360.0,1.0,LP002006,Y
0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,3399,1640.0,111.0,180.0,1.0,LP002031,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,3717,0.0,120.0,360.0,1.0,LP002035,Y
0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,10000,0.0,155.0,360.0,1.0,LP002050,N
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2400,2167.0,115.0,360.0,1.0,LP002051,Y
0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,4342,189.0,124.0,360.0,1.0,LP002053,Y
0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,15000,0.0,300.0,360.0,1.0,LP002065,Y
0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,8666,4983.0,376.0,360.0,0.0,LP002067,N
0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,4917,0.0,130.0,360.0,0.0,LP002068,Y
0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,5818,2160.0,184.0,360.0,1.0,LP002082,Y
1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,4333,2451.0,110.0,360.0,1.0,LP002086,N
1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,2500,0.0,67.0,360.0,1.0,LP002087,Y
0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,4384,1793.0,117.0,360.0,1.0,LP002097,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,2935,0.0,98.0,360.0,1.0,LP002098,Y
0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,2500,4600.0,176.0,360.0,1.0,LP002112,Y
1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,4160,0.0,71.0,360.0,1.0,LP002114,Y
0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,2647,1587.0,173.0,360.0,1.0,LP002115,N
1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,2378,0.0,46.0,360.0,1.0,LP002116,N
0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,4554,1229.0,158.0,360.0,1.0,LP002119,Y
0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,3173,0.0,74.0,360.0,1.0,LP002126,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2499,2458.0,160.0,360.0,1.0,LP002129,Y
0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,3083,2168.0,126.0,360.0,1.0,LP002131,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2625,6250.0,187.0,360.0,1.0,LP002138,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,9083,0.0,228.0,360.0,1.0,LP002139,Y
0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,8750,4167.0,308.0,360.0,1.0,LP002140,N
0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,2666,2083.0,95.0,360.0,1.0,LP002141,Y
1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,5500,0.0,105.0,360.0,0.0,LP002142,N
1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,2423,505.0,130.0,360.0,1.0,LP002143,Y
0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,8333,3167.0,165.0,360.0,1.0,LP002149,Y
0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,3875,0.0,67.0,360.0,1.0,LP002151,N
0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,3000,1666.0,100.0,480.0,0.0,LP002158,N
0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,5167,3167.0,200.0,360.0,1.0,LP002160,Y
1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,4723,0.0,81.0,360.0,1.0,LP002161,N
0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,5000,3667.0,236.0,360.0,1.0,LP002170,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,4750,2333.0,130.0,360.0,1.0,LP002175,Y
0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,6822,0.0,141.0,360.0,1.0,LP002180,Y
0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,6216,0.0,133.0,360.0,1.0,LP002181,N
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,2500,0.0,96.0,480.0,1.0,LP002187,N
0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,6325,0.0,175.0,360.0,1.0,LP002190,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,19730,5266.0,570.0,360.0,1.0,LP002191,N
1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,15759,0.0,55.0,360.0,1.0,LP002194,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,5185,0.0,155.0,360.0,1.0,LP002197,Y
0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,9323,7873.0,380.0,300.0,1.0,LP002201,Y
0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,3062,1987.0,111.0,180.0,0.0,LP002205,N
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,4817,923.0,120.0,180.0,1.0,LP002211,Y
0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,8750,4996.0,130.0,360.0,1.0,LP002219,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,3069,0.0,71.0,480.0,1.0,LP002224,N
0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,5391,0.0,130.0,360.0,1.0,LP002225,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,5941,4232.0,296.0,360.0,1.0,LP002229,Y
1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,6000,0.0,156.0,360.0,1.0,LP002231,Y
0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,7167,0.0,128.0,360.0,1.0,LP002234,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,4566,0.0,100.0,360.0,1.0,LP002236,N
0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,2346,1600.0,132.0,360.0,1.0,LP002239,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,2333,2417.0,136.0,360.0,1.0,LP002244,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,5488,0.0,125.0,360.0,1.0,LP002250,Y
0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,9167,0.0,185.0,360.0,1.0,LP002255,Y
0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,9504,0.0,275.0,360.0,1.0,LP002262,Y
0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1993,1625.0,113.0,180.0,1.0,LP002265,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,3100,1400.0,113.0,360.0,1.0,LP002266,Y
1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,3180,0.0,71.0,360.0,0.0,LP002277,N
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,3033,1459.0,95.0,360.0,1.0,LP002281,Y
0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,3902,1666.0,109.0,360.0,1.0,LP002284,Y
1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1500,1800.0,103.0,360.0,0.0,LP002287,N
0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,2889,0.0,45.0,180.0,0.0,LP002288,N
0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,2755,0.0,65.0,300.0,1.0,LP002296,N
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,2500,20000.0,103.0,360.0,1.0,LP002297,Y
1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1963,0.0,53.0,360.0,1.0,LP002300,Y
1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,7441,0.0,194.0,360.0,1.0,LP002301,N
1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,4547,0.0,115.0,360.0,1.0,LP002305,Y
0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,2167,2400.0,115.0,360.0,1.0,LP002308,Y
1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,2213,0.0,66.0,360.0,1.0,LP002314,Y
0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,8300,0.0,152.0,300.0,0.0,LP002315,N
0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,81000,0.0,360.0,360.0,0.0,LP002317,N
1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,3867,0.0,62.0,360.0,1.0,LP002318,N
0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,6096,0.0,218.0,360.0,0.0,LP002328,N
0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,2253,2033.0,110.0,360.0,1.0,LP002332,Y
1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,2149,3237.0,178.0,360.0,0.0,LP002335,N
1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,2995,0.0,60.0,360.0,1.0,LP002337,Y
1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,2600,0.0,160.0,360.0,1.0,LP002341,N
0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1600,20000.0,239.0,360.0,1.0,LP002342,N
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1025,2773.0,112.0,360.0,1.0,LP002345,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,3246,1417.0,138.0,360.0,1.0,LP002347,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,5829,0.0,138.0,360.0,1.0,LP002348,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1820,1719.0,100.0,360.0,1.0,LP002361,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,14880,0.0,96.0,360.0,1.0,LP002364,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2666,4300.0,121.0,360.0,1.0,LP002366,Y
1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,4606,0.0,81.0,360.0,1.0,LP002367,N
0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,5935,0.0,133.0,360.0,1.0,LP002368,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2920,16.12000084,87.0,360.0,1.0,LP002369,Y
0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,2717,0.0,60.0,180.0,1.0,LP002370,Y
1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,8624,0.0,150.0,360.0,1.0,LP002377,Y
0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,6500,0.0,105.0,360.0,0.0,LP002379,N
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2425,2340.0,143.0,360.0,1.0,LP002387,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,3750,0.0,100.0,360.0,1.0,LP002390,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1926,1851.0,50.0,360.0,1.0,LP002398,Y
0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,10416,0.0,187.0,360.0,0.0,LP002403,N
1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,7142,0.0,138.0,360.0,1.0,LP002407,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,3660,5064.0,187.0,360.0,1.0,LP002408,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,7901,1833.0,180.0,360.0,1.0,LP002409,Y
0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,4707,1993.0,148.0,360.0,1.0,LP002418,Y
0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,37719,0.0,152.0,360.0,1.0,LP002422,Y
0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,3466,1210.0,130.0,360.0,1.0,LP002429,Y
0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,4652,0.0,110.0,360.0,1.0,LP002434,Y
0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,3340,1710.0,150.0,360.0,0.0,LP002443,N
0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,2309,1255.0,125.0,360.0,0.0,LP002446,N
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3948,1733.0,149.0,360.0,0.0,LP002448,N
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2483,2466.0,90.0,180.0,0.0,LP002449,Y
0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,7085,0.0,84.0,360.0,1.0,LP002453,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,3859,0.0,96.0,360.0,1.0,LP002455,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,4301,0.0,118.0,360.0,1.0,LP002459,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,3708,2569.0,173.0,360.0,1.0,LP002467,N
0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,4354,0.0,136.0,360.0,1.0,LP002472,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,8334,0.0,160.0,360.0,1.0,LP002473,N
0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,7740,0.0,128.0,180.0,1.0,LP002484,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3015,2188.0,153.0,360.0,1.0,LP002487,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,4166,0.0,98.0,360.0,0.0,LP002493,N
0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,6000,0.0,140.0,360.0,1.0,LP002494,Y
0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,2947,1664.0,70.0,180.0,0.0,LP002500,N
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,4333,2451.0,110.0,360.0,1.0,LP002505,N
0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,3450,2079.0,162.0,360.0,1.0,LP002515,Y
0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,2653,1500.0,113.0,180.0,0.0,LP002517,N
0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,4691,0.0,100.0,360.0,1.0,LP002519,Y
0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,5532,4648.0,162.0,360.0,1.0,LP002524,Y
0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,16525,1014.0,150.0,360.0,1.0,LP002527,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,6700,1750.0,230.0,300.0,1.0,LP002529,Y
0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,16667,2250.0,86.0,360.0,1.0,LP002531,Y
1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,4350,0.0,154.0,360.0,1.0,LP002534,Y
0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,3095,0.0,113.0,360.0,1.0,LP002536,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2083,3150.0,128.0,360.0,1.0,LP002537,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,10833,0.0,234.0,360.0,1.0,LP002541,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,8333,0.0,246.0,360.0,1.0,LP002543,Y
0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1958,2436.0,131.0,360.0,1.0,LP002544,Y
0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,3547,0.0,80.0,360.0,0.0,LP002545,N
0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,18333,0.0,500.0,360.0,1.0,LP002547,N
0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,4583,2083.0,160.0,360.0,1.0,LP002555,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,2435,0.0,75.0,360.0,1.0,LP002556,N
0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,3691,0.0,110.0,360.0,1.0,LP002571,Y
1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,17263,0.0,225.0,360.0,1.0,LP002582,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3597,2157.0,119.0,360.0,0.0,LP002585,N
1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,3326,913.0,105.0,84.0,1.0,LP002586,Y
0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,2600,1700.0,107.0,360.0,1.0,LP002587,Y
0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,2895,0.0,95.0,360.0,1.0,LP002600,Y
0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,6283,4416.0,209.0,360.0,0.0,LP002602,N
1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,645,3683.0,113.0,480.0,1.0,LP002603,Y
1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3159,0.0,100.0,360.0,1.0,LP002606,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,4865,5624.0,208.0,360.0,1.0,LP002615,Y
0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,3814,1483.0,124.0,300.0,1.0,LP002619,Y
0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,3510,4416.0,243.0,360.0,1.0,LP002622,Y
0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,2479,3013.0,188.0,360.0,1.0,LP002626,Y
1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,13262,0.0,40.0,360.0,1.0,LP002634,Y
0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,3598,1287.0,100.0,360.0,1.0,LP002637,N
0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,6065,2004.0,250.0,360.0,1.0,LP002640,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,3283,2035.0,148.0,360.0,1.0,LP002643,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2130,6666.0,70.0,180.0,1.0,LP002648,N
0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,5815,3666.0,311.0,360.0,1.0,LP002652,N
0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,3466,3428.0,150.0,360.0,1.0,LP002659,Y
1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,2031,1632.0,113.0,480.0,1.0,LP002670,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,4683,1915.0,185.0,360.0,1.0,LP002683,N
1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,3400,0.0,95.0,360.0,1.0,LP002684,N
0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,2192,1742.0,45.0,360.0,1.0,LP002689,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,2500,0.0,55.0,360.0,1.0,LP002690,Y
0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,5677,1424.0,100.0,360.0,1.0,LP002692,Y
0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,7948,7166.0,480.0,360.0,1.0,LP002693,Y
0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,17500,0.0,400.0,360.0,1.0,LP002699,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,3775,0.0,110.0,360.0,1.0,LP002705,Y
0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,5285,1430.0,161.0,360.0,0.0,LP002706,Y
0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,2679,1302.0,94.0,360.0,1.0,LP002714,Y
0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,6783,0.0,130.0,360.0,1.0,LP002716,Y
0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,4281,0.0,100.0,360.0,1.0,LP002720,Y
0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,3588,0.0,110.0,360.0,0.0,LP002723,N
1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,18165,0.0,125.0,360.0,1.0,LP002731,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,6133,3906.0,324.0,360.0,1.0,LP002734,Y
0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,3617,0.0,107.0,360.0,1.0,LP002738,Y
0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,2917,536.0,66.0,360.0,1.0,LP002739,N
0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,6417,0.0,157.0,180.0,1.0,LP002740,Y
1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,4608,2845.0,140.0,180.0,1.0,LP002741,Y
1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,2138,0.0,99.0,360.0,0.0,LP002743,N
0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,2239,2524.0,128.0,360.0,1.0,LP002755,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2768,1950.0,155.0,360.0,1.0,LP002767,Y
0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,3358,0.0,80.0,36.0,1.0,LP002768,N
0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,2526,1783.0,145.0,360.0,1.0,LP002772,Y
1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,5000,0.0,103.0,360.0,0.0,LP002776,N
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2785,2016.0,110.0,360.0,1.0,LP002777,Y
0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,3333,3250.0,158.0,360.0,1.0,LP002785,Y
0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,2454,2333.0,181.0,360.0,0.0,LP002788,N
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3593,4266.0,132.0,180.0,0.0,LP002789,N
0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,5468,1032.0,26.0,360.0,1.0,LP002792,Y
0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,10139,0.0,260.0,360.0,1.0,LP002795,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,3887,2669.0,162.0,360.0,1.0,LP002798,Y
1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,4180,2306.0,182.0,360.0,1.0,LP002804,Y
0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,3675,242.0,108.0,360.0,1.0,LP002807,Y
1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,19484,0.0,600.0,360.0,1.0,LP002813,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,5923,2054.0,211.0,360.0,1.0,LP002820,Y
0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,5800,0.0,132.0,360.0,1.0,LP002821,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,8799,0.0,258.0,360.0,0.0,LP002832,N
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,3333,0.0,70.0,360.0,1.0,LP002836,Y
0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,3400,2500.0,123.0,360.0,0.0,LP002837,N
1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,2378,0.0,9.0,360.0,1.0,LP002840,N
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,3166,2064.0,104.0,360.0,0.0,LP002841,N
0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,3417,1750.0,186.0,360.0,1.0,LP002842,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,16666,0.0,275.0,360.0,1.0,LP002855,Y
0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,6125,1625.0,187.0,480.0,1.0,LP002862,N
0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,6406,0.0,150.0,360.0,1.0,LP002863,N
0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,3159,461.0,108.0,84.0,1.0,LP002868,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,3229,2739.0,110.0,360.0,1.0,LP002874,Y
0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1782,2232.0,107.0,360.0,1.0,LP002877,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,6540,0.0,205.0,360.0,1.0,LP002892,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1836,33837.0,90.0,360.0,1.0,LP002893,N
1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,3166,0.0,36.0,360.0,1.0,LP002894,Y
0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,2787,1917.0,146.0,360.0,0.0,LP002911,N
0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,4283,3000.0,172.0,84.0,1.0,LP002912,N
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,2297,1522.0,104.0,360.0,1.0,LP002916,Y
1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,2165,0.0,70.0,360.0,1.0,LP002917,Y
0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2726,0.0,106.0,360.0,0.0,LP002926,N
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,3000,3416.0,56.0,180.0,1.0,LP002928,Y
0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,6000,0.0,205.0,240.0,1.0,LP002931,N
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3859,3300.0,142.0,180.0,1.0,LP002936,Y
0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,16120,0.0,260.0,360.0,1.0,LP002938,Y
0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,3833,0.0,110.0,360.0,1.0,LP002940,Y
0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,6383,1000.0,187.0,360.0,1.0,LP002941,N
0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,9963,0.0,180.0,360.0,1.0,LP002945,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,5780,0.0,192.0,360.0,1.0,LP002948,Y
0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,5703,0.0,128.0,360.0,1.0,LP002953,Y
0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,3676,4301.0,172.0,360.0,1.0,LP002958,Y
1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,12000,0.0,496.0,360.0,1.0,LP002959,Y
0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,3400,2500.0,173.0,360.0,1.0,LP002961,Y
0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,3987,1411.0,157.0,360.0,1.0,LP002964,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3232,1950.0,108.0,360.0,1.0,LP002974,Y
1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,2900,0.0,71.0,360.0,1.0,LP002978,Y
0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,4106,0.0,40.0,180.0,1.0,LP002979,Y
0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,8072,240.0,253.0,360.0,1.0,LP002983,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,7583,0.0,187.0,360.0,1.0,LP002984,Y
